R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,R_kd_bout,B_kd_bout,R_sig_str_landed_bout,B_sig_str_landed_bout,R_sig_str_attempted_bout,B_sig_str_attempted_bout,R_sig_str_pct_bout,B_sig_str_pct_bout,R_tot_str_landed_bout,B_tot_str_landed_bout,R_tot_str_attempted_bout,B_tot_str_attempted_bout,R_td_landed_bout,B_td_landed_bout,R_td_attempted_bout,B_td_attempted_bout,R_td_pct_bout,B_td_pct_bout,R_sub_attempts_bout,B_sub_attempts_bout,R_pass_bout,B_pass_bout,R_rev_bout,B_rev_bout,R_rating,B_rating
Ricardo Lamas,Josh Emmett,-290,245,34.48275862,245,12/16/2017,"Winnipeg, Manitoba, Canada", Canada,Blue,FALSE,Featherweight,MALE,3,0,1,0,62.25,0.37,0.25,2.25,0.29,2,1,12,0,0,1,2,0,0,0,3,Orthodox,167.64,177.8,145,0,2,0,30.25,0.468333333,0.666666667,1.083333333,0.326666667,4,3,27,1,0,0,3,3,3,0,9,Orthodox,172.72,180.34,145,35,32,0,-1,-2,-6,2,-15,-1,-3,-3,-5.08,-2.54,3,32,-0.416666667,1.166666667,0,1,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,1,4:33,273,0,1,17,10,37,38,0.45,0.26,17,10,37,38,0,0,0,0,0,0,0,0,0,0,0,0,1338.089706572338,1304.3294311468906
Santiago Ponzinibbio,Mike Perry,-155,135,64.51612903,135,12/16/2017,"Winnipeg, Manitoba, Canada", Canada,Red,FALSE,Welterweight,MALE,3,0,2,0,39,0.506,0,0,0,2,1,10,0,0,0,0,4,0,0,4,Orthodox,177.8,180.34,170,0,5,0,35.77777778,0.42,0,0.111111111,0.036666667,5,2,18,0,0,0,3,4,0,0,7,Orthodox,182.88,185.42,170,31,26,0,-3,-3,-3,1,-8,0,0,0,-5.08,-5.08,5,3.22222222,0,-0.111111111,0,1,,10,,,,,,,,10,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900,1,0,78,51,200,136,0.39,0.37,81,51,203,136,3,1,3,1,1,1,0,0,2,0,0,0,1392.614163085334,1273.5984515712387
Glover Teixeira,Misha Cirkunov,125,-145,125,68.96551724,12/16/2017,"Winnipeg, Manitoba, Canada", Canada,Red,FALSE,Light Heavyweight,MALE,3,1,0,0,23.4,0.538,0.6,1.8,0.448,4,1,8,0,0,0,0,1,3,0,4,Orthodox,190.5,195.58,205,1,0,0,34.46153846,0.440769231,0.384615385,1.461538462,0.346153846,5,4,31,1,0,0,2,3,3,1,9,Orthodox,187.96,193.04,205,38,30,0,0,-1,-5,3,-23,-1,-3,0,2.54,2.54,8,-11.06153846,0.215384615,0.338461538,0,1,7,3,,,,,,3,,,,,,,,,,,,,7,,,,,,,,Red,KO/TKO,Punches,1,2:45,165,0,0,13,21,21,43,0.61,0.48,13,23,22,46,1,0,1,0,1,0,1,0,2,0,0,0,1382.0889027444578,1258.1696248303333
Jared Cannonier,Jan Blachowicz,-190,165,52.63157895,165,12/16/2017,"Winnipeg, Manitoba, Canada", Canada,Blue,FALSE,Light Heavyweight,MALE,3,0,1,0,41.28571429,0.535714286,0.285714286,1,0.5,1,4,18,0,0,0,1,1,1,0,3,Orthodox,187.96,198.12,205,0,1,0,40.2,0.584,0,0.2,0.2,2,2,11,0,0,0,1,2,0,0,3,Switch,180.34,195.58,185,33,34,0,0,-1,0,-2,7,0,-1,1,7.62,2.54,-1,1.08571429,0.285714286,0.8,0,1,15,14,,,,,,14,,,,,,,,,,,,,15,,,,,,,,Red,U-DEC,,3,5:00,900,0,1,26,50,87,127,0.29,0.39,41,65,103,143,0,4,0,5,0,0.8,0,0,0,2,0,0,1214.5393896353323,1237.6792470908852
Julian Marquez,Darren Stewart,-340,280,29.41176471,280,12/16/2017,"Winnipeg, Manitoba, Canada", Canada,Red,FALSE,Middleweight,MALE,3,3,0,0,14.66666667,0.473333333,0,0.666666667,0.233333333,0,3,5,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,185,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,190.5,185,27,26,-3,0,0,0,-3,5,0,0,0,-5.08,-2.54,1,14.66666667,0,0.666666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,2,2:42,462,0,0,32,33,64,58,0.5,0.56,37,37,69,66,0,4,3,6,0,0.66,3,0,1,2,0,0,1225.3217073555966,1119.4859997388137
Chad Laprise,Galore Bofando,-145,125,68.96551724,125,12/16/2017,"Winnipeg, Manitoba, Canada", Canada,Red,FALSE,Welterweight,MALE,3,0,1,0,10,0.4,0,1,1,1,0,1,0,0,0,0,1,0,0,1,Switch,180.34,182.88,170,0,2,0,52.71428571,0.432857143,0,0.714285714,0.224285714,3,2,17,1,0,1,2,2,0,0,5,Orthodox,177.8,180.34,170,31,35,0,-1,-2,-4,2,-16,-1,-1,0,2.54,2.54,-4,-42.71428571,0,0.285714286,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,4:10,250,0,1,20,13,39,26,0.51,0.5,42,13,66,26,1,0,1,0,1,0,0,0,2,0,0,0,1298.4547022720628,1201.4042048409758
Nordine Taleb,Danny Roberts,-155,135,64.51612903,135,12/16/2017,"Winnipeg, Manitoba, Canada", Canada,Red,FALSE,Welterweight,MALE,3,0,1,0,42.75,0.3825,0.25,0,0,2,1,9,0,0,0,1,1,1,0,3,Southpaw,185.42,187.96,170,0,1,0,42.57142857,0.545714286,0,2.142857143,0.642857143,3,2,19,0,0,1,3,1,0,0,5,Orthodox,185.42,187.96,170,36,30,0,0,-1,-2,1,-10,0,0,1,0,0,6,0.17857143,0.25,-2.142857143,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,1,0:59,59,1,0,5,1,5,4,1,0.25,5,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1311.9920184563223,1223.1322020913167
John Makdessi,Abel Trujillo,125,-145,125,68.96551724,12/16/2017,"Winnipeg, Manitoba, Canada", Canada,Red,FALSE,Lightweight,MALE,3,1,0,0,24.4,0.372,0.3,1.4,0.543,3,4,21,0,0,0,1,3,1,0,6,Orthodox,172.72,177.8,155,1,0,0,57.07692308,0.489230769,0,0,0,3,6,30,0,0,1,3,3,0,0,7,Orthodox,172.72,172.72,155,32,34,0,0,0,-1,2,-9,0,0,1,0,5.08,-2,-32.67692308,0.3,1.4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,1,0,47,29,104,91,0.45,0.31,57,30,119,93,0,1,0,6,0,0.16,0,0,0,0,0,0,1254.0605557789297,1249.7053549086656
Alessio Di Chirico,Oluwale Bamgbose,-160,140,62.5,140,12/16/2017,"Winnipeg, Manitoba, Canada", Canada,Red,FALSE,Middleweight,MALE,3,2,0,0,17,0.475,0,0.5,0.1,1,3,7,0,0,0,0,1,0,0,1,Switch,180.34,198.12,185,1,0,0,42.33333333,0.456666667,0,1.333333333,0.33,1,2,7,0,0,1,0,0,0,0,1,Orthodox,182.88,187.96,185,28,30,-1,0,0,0,-1,0,0,1,0,-2.54,10.16,-2,-25.33333333,0,-0.833333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Knee,2,2:14,434,1,0,6,10,37,17,0.16,0.58,6,10,37,19,1,0,1,1,1,0,0,0,0,0,0,0,1200.116840376109,1118.8449274968148
Jordan Mein,Erick Silva,-160,140,62.5,140,12/16/2017,"Winnipeg, Manitoba, Canada", Canada,Red,FALSE,Welterweight,MALE,3,1,0,0,18,0.548571429,0.714285714,0.428571429,0.172142857,2,7,25,0,0,0,0,2,5,0,7,Orthodox,182.88,187.96,170,3,0,0,30.85714286,0.524285714,0.142857143,1.142857143,0.251428571,2,4,15,0,0,1,0,2,0,0,3,Orthodox,182.88,185.42,170,28,33,2,0,0,4,-3,10,0,0,5,0,2.54,-5,-12.85714286,0.571428571,-0.714285714,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,0,0,51,13,127,48,0.4,0.27,97,16,183,51,3,0,4,3,0.75,0,1,0,4,0,0,0,1227.4988177944133,1191.5249499911183
Cub Swanson,Brian Ortega,100,-120,100,83.33333333,12/9/2017,"Fresno, California, USA", USA,Blue,FALSE,Featherweight,MALE,5,0,4,0,40,0.354,1.2,0.2,0.066,4,1,13,0,0,0,0,2,2,0,4,Switch,172.72,175.26,145,0,4,0,66.07692308,0.486153846,0.153846154,0.846153846,0.466153846,6,3,40,0,0,0,6,4,0,0,10,Orthodox,172.72,177.8,145,34,26,0,0,-2,-6,2,-27,0,-2,2,0,-2.54,8,-26.07692308,1.046153846,-0.646153846,0,1,6,4,,,,,,,,,,4,,,,,,,,,,,,,6,,,,Red,SUB,Guillotine Choke,2,3:22,502,,,,,,,,,,,,,,,,,,,,,,,,,1360.2133610284734,1380.332442911643
Jason Knight,Gabriel Benitez,-330,270,30.3030303,270,12/9/2017,"Fresno, California, USA", USA,Blue,FALSE,Featherweight,MALE,3,1,0,0,36.8,0.412,1.4,0,0,2,2,12,0,0,0,1,0,2,0,3,Southpaw,172.72,180.34,145,1,0,0,43.5,0.396666667,2,1.5,0.383333333,4,2,15,0,0,1,1,1,1,0,4,Orthodox,177.8,180.34,145,25,29,0,0,-2,-1,0,-3,0,-1,1,-5.08,0,-4,-6.7,-0.6,-1.5,0,1,,15,,,,,,,,,,15,,,,,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,1244.1409351703635,1256.1838563512274
Marlon Moraes,Aljamain Sterling,-145,135,68.96551724,135,12/9/2017,"Fresno, California, USA", USA,Red,FALSE,Bantamweight,MALE,3,0,2,0,50.125,0.49875,0.875,2,0.5575,4,2,23,0,0,0,3,1,2,0,6,Orthodox,170.18,180.34,135,0,1,0,44.5,0.315,0.5,0.5,0.25,1,1,6,0,0,1,0,0,0,0,1,Orthodox,167.64,170.18,135,29,28,0,1,3,5,-1,17,0,1,2,2.54,10.16,1,5.625,0.375,1.5,0,1,8,7,,,,,,,,,,,7,,,,,,,,,,,,,8,,,Red,KO/TKO,Knee,1,1:07,67,,,,,,,,,,,,,,,,,,,,,,,,,1277.2779432020932,1282.345197708336
Scott Holtzman,Darrell Horcher,-145,125,68.96551724,125,12/9/2017,"Fresno, California, USA", USA,Red,FALSE,Lightweight,MALE,3,0,1,0,21.5,0.35,1,0,0,1,1,5,0,0,1,0,0,0,0,1,Southpaw,177.8,177.8,155,0,1,0,66.2,0.498,0.4,2.2,0.596,1,2,15,0,0,0,2,0,1,0,3,Orthodox,175.26,175.26,155,34,30,0,0,0,-2,1,-10,0,0,-1,2.54,2.54,4,-44.7,0.6,-2.2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,1249.9600880619314,1185.2232696622154
Eryk Anders,Markus Perez,-470,375,21.27659574,375,12/9/2017,"Fresno, California, USA", USA,Red,FALSE,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,185,0,1,0,23,0.79,0,1,0.5,1,0,1,0,0,0,0,1,0,0,1,Southpaw,185.42,190.5,185,30,29,0,-1,-1,-1,0,-1,0,-1,0,0,-5.08,1,-23,0,-1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,1266.2657264951715,1172.756616232065
Albert Morales,Benito Lopez,105,-125,105,80,12/9/2017,"Fresno, California, USA", USA,Blue,FALSE,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,177.8,185.42,135,1,0,0,45.25,0.31,0,0.5,0.2075,1,3,11,0,0,1,0,0,0,0,1,Orthodox,175.26,182.88,135,26,23,1,0,-1,-1,3,-11,0,0,0,2.54,2.54,3,-45.25,0,-0.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,1155.5711019706168,1230.2619461510192
Alexis Davis,Liz Carmouche,105,-125,105,80,12/9/2017,"Fresno, California, USA", USA,Red,FALSE,Women's Flyweight,FEMALE,3,0,2,0,30,0.545,0.333333333,2.5,0.588333333,2,3,15,1,0,1,1,1,0,0,3,Orthodox,167.64,167.64,125,0,1,0,36.42857143,0.45,1,0.571428571,0.284285714,3,2,17,1,0,1,3,0,1,0,5,Orthodox,167.64,172.72,125,33,33,0,1,-1,-2,-1,-2,0,1,-1,0,-5.08,0,-6.42857143,-0.666666667,1.928571429,0,1,,,,,,10,,,,,,,,,,,,,11,,,,,,,,,,neither,S-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,1293.6849971475192,1188.144886858118
Luke Sanders,Andre Soukhamthath,-345,285,28.98550725,285,12/9/2017,"Fresno, California, USA", USA,Blue,FALSE,Bantamweight,MALE,3,2,0,0,44.5,0.395,0,0,0,0,2,6,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,135,1,0,0,60,0.62,0.5,0.5,0.25,1,1,3,0,0,0,0,0,1,0,1,Southpaw,167.64,170.18,135,31,29,-1,0,-1,-1,-1,3,0,0,-1,7.62,7.62,2,-15.5,-0.5,-0.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2,1:06,366,,,,,,,,,,,,,,,,,,,,,,,,,1171.3929409209932,1182.9574203585341
Carls John De Tomas,Alex Perez,335,-420,335,23.80952381,12/9/2017,"Fresno, California, USA", USA,Blue,FALSE,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,165.1,135,1,0,0,30,0.4,0,2,0.5,0,1,3,0,0,0,0,0,0,0,0,Southpaw,165.1,180.34,125,21,25,1,0,0,0,1,-3,0,0,0,2.54,-15.24,-4,-30,0,-2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Anaconda Choke,2,1:54,414,,,,,,,,,,,,,,,,,,,,,,,,,1139.910108900872,1228.089891099128
Frankie Saenz,Merab Dvalishvili,165,-190,165,52.63157895,12/9/2017,"Fresno, California, USA", USA,Red,FALSE,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,135,3,0,0,57,0.438333333,0.166666667,1.666666667,0.285,3,3,18,0,0,1,2,0,0,0,3,Orthodox,167.64,167.64,135,37,26,3,0,-3,-3,3,-18,0,0,0,0,5.08,11,-57,-0.166666667,-1.666666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,1223.447117820722,1166.8032606219879
Alejandro Perez,Iuri Alcantara,155,-175,155,57.14285714,12/9/2017,"Fresno, California, USA", USA,Red,FALSE,Bantamweight,MALE,3,1,0,0,27.2,0.472,0.533333333,1.066666667,0.410666667,3,6,34,0,0,1,4,2,2,0,9,Southpaw,175.26,180.34,135,0,1,0,38.33333333,0.348333333,0.166666667,0.5,0.165,2,2,13,1,0,1,1,2,0,0,4,Orthodox,167.64,170.18,135,28,37,-1,-1,1,5,-4,21,-1,0,2,7.62,10.16,-9,-11.13333333,0.366666666,0.566666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,1295.6335791460203,1232.2235846019216
Chris Gruetzemacher,Davi Ramos,325,-400,325,25,12/9/2017,"Fresno, California, USA", USA,Blue,FALSE,Lightweight,MALE,3,1,0,0,35,0.28,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,177.8,155,1,0,0,65.5,0.605,0,0,0,1,1,5,0,0,0,1,0,0,0,1,Orthodox,172.72,172.72,155,31,31,0,0,-1,-1,0,-2,0,0,0,-5.08,5.08,0,-30.5,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,3,0:50,650,,,,,,,,,,,,,,,,,,,,,,,,,1172.1066390554163,1216.2301718153446
Antonio Braga Neto,Trevin Giles,230,-270,230,37.03703704,12/9/2017,"Fresno, California, USA", USA,Blue,FALSE,Middleweight,MALE,3,0,1,0,41,0.77,0,5,1,1,0,2,0,0,0,0,1,0,0,1,Orthodox,182.88,187.96,185,1,0,0,11,0.45,0.5,2,0.35,1,1,4,0,0,0,0,0,1,0,1,Orthodox,190.5,195.58,185,30,25,1,1,0,0,1,-2,0,1,-1,-7.62,-7.62,5,30,-0.5,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,3,2:27,747,,,,,,,,,,,,,,,,,,,,,,,,,1178.1841491147723,1260.956371357805
Max Holloway,Jose Aldo,-260,220,38.46153846,220,12/2/2017,"Detroit, Michigan, USA", USA,Red,TRUE,Featherweight,MALE,5,1,0,0,56.4,0.411,0.3,1.2,0.238,7,2,39,10,0,0,6,2,0,0,8,Orthodox,170.18,177.8,145,0,11,0,68.41176471,0.431764706,0.411764706,0.235294118,0.176470588,11,3,43,2,0,1,4,7,2,0,14,Orthodox,180.34,175.26,155,25,31,-1,-11,-4,-6,1,-4,8,-5,-2,-10.16,2.54,-6,-12.01176471,-0.111764706,0.964705882,0,1,1,0,,,,,,,,,,0,,,4,,,,,,,,,,1,,,14,Red,KO/TKO,Punches,3,4:51,891,,,,,,,,,,,,,,,,,,,,,,,,,1513.193596038504,1387.9223388076794
Alistair Overeem,Francis Ngannou,210,-230,210,43.47826087,12/2/2017,"Detroit, Michigan, USA", USA,Blue,FALSE,Heavyweight,MALE,3,0,5,0,15.6,0.596,0.2,0,0,5,0,7,0,0,0,0,3,1,1,5,Orthodox,193.04,210.82,250,0,2,0,34.33333333,0.721666667,0.083333333,0.25,0.208333333,4,4,24,1,1,0,2,5,0,0,8,Orthodox,193.04,203.2,265,37,31,0,3,1,-3,4,-17,-1,-1,1,0,7.62,6,-18.73333333,0.116666667,-0.25,0,1,4,1,,,,,1,,,,,,,,,,,,,4,,,,,,,,,Red,KO/TKO,Punch,1,1:42,102,,,,,,,,,,,,,,,,,,,,,,,,,1370.4210151759564,1381.192790376216
Henry Cejudo,Sergio Pettis,-320,260,31.25,260,12/2/2017,"Detroit, Michigan, USA", USA,Red,FALSE,Flyweight,MALE,3,0,4,0,58.11111111,0.388888889,0.555555556,1.222222222,0.364444444,4,2,28,0,0,0,7,0,0,0,7,Orthodox,167.64,175.26,135,0,1,0,47.85714286,0.444285714,0.142857143,1.857142857,0.53,4,2,18,1,0,1,3,1,0,0,5,Orthodox,162.56,162.56,135,30,24,0,3,0,2,0,10,-1,-1,0,5.08,12.7,6,10.25396825,0.412698413,-0.634920635,0,1,4,2,,,,,,,,,,,,2,,,,,,,,,,,,,4,,Red,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,1354.5861757373643,1302.8209634761288
Eddie Alvarez,Justin Gaethje,150,-170,150,58.82352941,12/2/2017,"Detroit, Michigan, USA", USA,Red,FALSE,Lightweight,MALE,3,0,1,0,104,0.59,0,0,0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,180.34,177.8,155,2,0,0,36.5,0.4,0,1.833333333,0.208333333,3,3,14,2,0,2,0,1,0,0,3,Orthodox,175.26,175.26,155,33,29,2,1,-2,-2,3,-12,-2,0,0,5.08,2.54,4,67.5,0,-1.833333333,0,1,5,4,,,,,,,,,4,,,,,,,,,,,,,5,,,,,Red,KO/TKO,Knee,3,3:59,839,,,,,,,,,,,,,,,,,,,,,,,,,1339.1854702047576,1221.374842902572
Tecia Torres,Michelle Waterson,-250,210,40,210,12/2/2017,"Detroit, Michigan, USA", USA,Red,FALSE,Women's Strawweight,FEMALE,3,1,0,0,27,0.713333333,2,1.666666667,1,2,1,6,0,0,0,0,0,2,0,2,Orthodox,160.02,157.48,115,0,2,0,60.33333333,0.503333333,0.166666667,0.666666667,0.276666667,3,1,17,0,0,0,4,0,1,0,5,Orthodox,154.94,152.4,115,28,31,-1,-2,-1,-3,0,-11,0,0,1,5.08,5.08,-3,-33.33333333,1.833333333,1,0,1,6,5,,,5,,,,,,,,,,,,,6,,,,,,,,,,,Red,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,1327.0161420784095,1208.4644387601106
Charles Oliveira,Paul Felder,-135,115,74.07407407,115,12/2/2017,"Detroit, Michigan, USA", USA,Blue,FALSE,Lightweight,MALE,3,0,2,0,39.66666667,0.44,0.333333333,0.333333333,0.166666667,2,3,22,0,0,1,1,3,1,0,6,Orthodox,180.34,177.8,155,0,1,0,22.05555556,0.513888889,1.277777778,1.333333333,0.435,4,8,34,0,0,0,1,0,9,0,10,Orthodox,177.8,187.96,155,28,33,0,1,-2,-4,5,-12,0,3,-8,2.54,-10.16,-5,17.61111111,-0.944444445,-1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbows,2,4:06,546,,,,,,,,,,,,,,,,,,,,,,,,,1273.7023244090296,1341.7028116451984
Alex Oliveira,Yancy Medeiros,-390,320,25.64102564,320,12/2/2017,"Detroit, Michigan, USA", USA,Blue,FALSE,Welterweight,MALE,3,0,2,0,27.9,0.35,0.4,0,0,2,5,17,0,0,1,0,1,3,0,5,Orthodox,177.8,190.5,155,0,2,0,23.1,0.493,0.6,2.1,0.235,3,3,22,0,0,0,2,3,2,0,7,Orthodox,180.34,193.04,170,29,30,0,0,-1,-2,-2,-5,0,-2,1,-2.54,-2.54,-1,4.8,-0.2,-2.1,0,1,,15,,,,,,,,15,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punches,3,2:02,722,,,,,,,,,,,,,,,,,,,,,,,,,1334.4024140906288,1334.508389989563
David Teymur,Drakkar Klose,-130,110,76.92307692,110,12/2/2017,"Detroit, Michigan, USA", USA,Red,FALSE,Lightweight,MALE,3,0,1,0,68,0.61,0,2,1,1,0,3,0,0,0,1,0,0,0,1,Orthodox,175.26,177.8,155,0,3,0,51.33333333,0.496666667,0,1,0.426666667,3,0,7,0,0,0,1,2,0,0,3,Southpaw,175.26,185.42,155,28,29,0,-2,-2,-2,0,-4,0,-2,0,0,-7.62,-1,16.66666667,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,1313.608290131767,1206.823764387374
Felice Herrig,Cortney Casey,-115,-105,86.95652174,95.23809524,12/2/2017,"Detroit, Michigan, USA", USA,Red,FALSE,Women's Strawweight,FEMALE,3,0,1,0,50,0.478333333,0.166666667,0.333333333,0.166666667,2,3,14,0,0,0,1,1,1,0,3,Orthodox,170.18,170.18,115,0,3,0,31.2,0.466,1.2,1.2,0.58,3,1,12,0,0,0,2,0,2,0,4,Orthodox,162.56,165.1,115,33,30,0,-2,-1,-1,-2,2,0,1,-1,7.62,5.08,3,18.8,-1.033333333,-0.866666667,0,1,11,9,,,9,,,,,,,,,,,,,11,,,,,,,,,,,Red,S-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,1314.3333900049718,1185.5863745457054
Amanda Cooper,Angela Magana,-525,415,19.04761905,415,12/2/2017,"Detroit, Michigan, USA", USA,Red,FALSE,Women's Strawweight,FEMALE,3,2,0,0,22.5,0.29,0.5,0.5,0.5,0,2,6,0,0,0,0,0,0,0,0,Orthodox,154.94,165.1,115,1,0,0,25.66666667,0.3,1,0.666666667,0.22,1,2,5,1,0,0,1,0,0,0,1,Switch,160.02,162.56,115,26,34,-1,0,-1,-1,0,1,-1,0,0,-5.08,2.54,-8,-3.16666667,-0.5,-0.166666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2,4:34,574,,,,,,,,,,,,,,,,,,,,,,,,,1196.8897032109296,1111.3914026370833
Sabah Homasi,Abdul Razak Alhassan,225,-265,225,37.73584906,12/2/2017,"Detroit, Michigan, USA", USA,Blue,FALSE,Welterweight,MALE,3,1,0,0,27.5,0.485,0,0,0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,177.8,185.42,170,1,0,0,33,0.41,0,2,1,0,1,2,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,170,29,32,0,0,1,1,0,2,0,1,0,-5.08,2.54,-3,-5.5,0,-2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,4:21,261,,,,,,,,,,,,,,,,,,,,,,,,,1149.1853785653566,1229.1175467426478
Jeremy Kimball,Dominick Reyes,415,-525,415,19.04761905,12/2/2017,"Detroit, Michigan, USA", USA,Blue,FALSE,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,193.04,195.58,205,0,1,0,11,0.485,0,0,0,1,1,2,0,0,0,0,1,0,0,1,Switch,182.88,182.88,205,26,27,0,-1,-1,-1,1,-2,0,-1,0,10.16,12.7,-1,-11,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1,3:39,219,,,,,,,,,,,,,,,,,,,,,,,,,1171.932407345687,1232.5504624506716
